id,age,fare,family_size,embarked,sex,pclass,title,is_alone,target,quality_measure
651,0.65,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
652,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
653,0.15,0.15,0.0,C,female,3.0,Mrs,0.0,target_1,0.0
654,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
655,0.65,0.55,1.0,S,male,3.0,Mr,0.0,target_0,0.0
656,0.65,0.55,3.0,S,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
657,0.05,0.65,3.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
658,0.05,0.65,3.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
659,0.05,0.65,3.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
660,0.35,0.65,3.0,C,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
661,0.15,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.5000000000000001
662,0.85,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
663,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
664,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_1,0.9545454545454546
665,0.15,0.55,1.0,C,female,3.0,Mrs,0.0,target_0,0.33333333333333337
666,0.95,0.55,1.0,C,female,3.0,Mrs,0.0,target_0,0.0
667,0.55,0.25,0.0,Q,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
668,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
669,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
670,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
671,0.35,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
672,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
673,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
674,0.65,0.85,0.0,S,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
675,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
676,0.15,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
677,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
678,0.05,0.55,2.0,C,male,3.0,Mr,1.0,target_0,0.5
679,0.15,0.55,2.0,C,female,3.0,Mrs,1.0,target_0,0.5
680,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
681,0.15,0.55,2.0,C,female,3.0,Mrs,1.0,target_1,0.5
682,0.75,0.15,2.0,Q,female,3.0,Mrs,1.0,target_0,0.0
683,0.85,0.55,2.0,Q,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
684,0.65,0.55,2.0,Q,female,3.0,Mrs,1.0,target_0,0.0
685,0.25,0.65,0.0,S,male,3.0,Mr,0.0,target_0,0.0
686,0.35,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.16666666666666674
687,0.25,0.25,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
688,0.55,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
689,0.35,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
690,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
691,0.75,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.0
692,0.25,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.6666666666666665
693,0.25,0.25,0.0,Q,male,3.0,Mr,0.0,target_1,-2.220446049250313e-16
694,0.25,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,-2.220446049250313e-16
695,0.15,0.25,0.0,Q,female,3.0,Mrs,0.0,target_0,0.5
696,0.25,0.35,0.0,S,female,3.0,Mrs,0.0,target_0,6.661338147750939e-16
697,0.65,0.35,0.0,S,female,3.0,Mrs,0.0,target_0,0.4999999999999999
698,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
699,0.85,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
700,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
701,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
702,0.25,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.6666666666666665
703,0.25,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,-2.220446049250313e-16
704,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
705,0.25,0.55,1.0,C,male,3.0,Mr,0.0,target_0,0.0
706,0.25,0.55,1.0,C,female,3.0,Mrs,0.0,target_0,0.0
707,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
708,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
709,0.15,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.5000000000000001
710,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.857142857142857
711,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
712,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
713,0.25,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,-2.220446049250313e-16
714,0.65,0.85,0.0,S,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
715,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
716,0.45,0.55,1.0,C,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
717,0.15,0.55,1.0,C,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
718,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
719,0.15,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.8
720,0.35,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
721,0.75,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
722,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
723,0.65,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
724,0.65,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
725,0.35,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.16666666666666674
726,0.65,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.33333333333333326
727,1.05,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
728,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
729,0.75,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.0
730,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
731,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
732,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
733,0.15,0.55,2.0,S,male,3.0,Mr,1.0,target_1,0.5
734,0.05,0.55,2.0,S,male,3.0,Mr,1.0,target_1,0.6666666666666667
735,0.75,0.55,2.0,S,female,3.0,Mrs,1.0,target_1,2.220446049250313e-16
736,0.95,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
737,0.25,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
738,0.15,0.65,1.0,S,female,3.0,Mrs,0.0,target_1,0.5
739,0.85,0.65,1.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
740,0.15,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.125
741,0.35,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.40000000000000013
742,0.95,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.8
743,0.35,0.45,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
744,0.25,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
745,0.65,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.6666666666666669
746,0.55,0.15,0.0,Q,male,3.0,Mr,0.0,target_1,0.5000000000000001
747,0.05,0.55,2.0,S,male,3.0,Mr,1.0,target_0,0.33333333333333326
748,0.75,0.55,2.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
749,0.55,0.55,2.0,S,female,3.0,Mrs,1.0,target_0,0.0
750,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
751,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
752,0.35,0.65,2.0,S,male,3.0,Mr,1.0,target_0,0.0
753,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
754,0.25,0.65,2.0,S,male,3.0,Mr,1.0,target_0,0.0
755,0.15,0.25,2.0,S,male,3.0,Mr,1.0,target_0,0.0
756,0.65,0.65,1.0,S,male,3.0,Mr,0.0,target_0,0.0
757,0.65,0.65,1.0,S,female,3.0,Mrs,0.0,target_1,0.33333333333333337
758,0.75,0.65,1.0,S,male,3.0,Mr,0.0,target_1,0.0
759,0.75,0.65,1.0,S,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
760,0.65,0.45,0.0,S,male,3.0,Mr,0.0,target_1,0.6666666666666666
761,0.15,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
762,0.05,0.65,3.0,S,male,3.0,Mr,1.0,target_1,0.0
763,0.05,0.65,3.0,S,female,3.0,Mrs,1.0,target_1,4.440892098500626e-16
764,0.45,0.65,3.0,S,male,3.0,Mr,1.0,target_0,4.440892098500626e-16
765,0.65,0.65,3.0,S,female,3.0,Mrs,1.0,target_1,4.440892098500626e-16
766,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
767,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
768,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
769,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
770,0.75,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
771,0.25,0.25,0.0,Q,female,3.0,Mrs,0.0,target_1,-2.220446049250313e-16
772,0.15,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999984
773,0.85,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
774,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
775,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
776,0.65,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
777,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
778,0.65,0.45,0.0,S,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
779,0.35,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.16666666666666674
780,0.35,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.33333333333333315
781,0.65,0.25,0.0,C,male,3.0,Mr,0.0,target_0,0.0
782,0.95,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
783,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.8181818181818181
784,0.35,0.55,1.0,S,male,3.0,Mr,0.0,target_0,0.0
785,0.35,0.55,1.0,S,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
786,0.15,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
787,0.15,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
788,0.95,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
789,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
790,0.85,0.15,2.0,C,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
791,0.15,0.15,2.0,C,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
792,0.15,0.15,2.0,C,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
793,0.95,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
794,0.05,0.45,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
795,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
796,0.85,0.55,0.0,S,male,3.0,Mr,0.0,target_0,0.0
797,0.85,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
798,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
799,0.15,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999984
800,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
801,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
802,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
803,0.45,0.25,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
804,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
805,0.55,0.85,0.0,S,male,3.0,Mr,0.0,target_1,0.20000000000000007
806,0.25,0.85,4.0,S,female,3.0,Mrs,1.0,target_0,3.3306690738754696e-16
807,0.15,0.85,4.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
808,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
809,0.15,0.85,4.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
810,0.15,0.85,4.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
811,0.95,0.85,4.0,S,female,3.0,Mrs,1.0,target_0,0.0
812,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
813,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
814,0.45,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
815,0.65,0.55,0.0,S,male,3.0,Mr,0.0,target_0,0.0
816,0.45,0.25,0.0,C,male,3.0,Mr,0.0,target_0,0.0
817,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
818,0.15,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.5000000000000001
819,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
820,0.15,0.65,2.0,S,male,3.0,Mr,1.0,target_1,0.8
821,0.65,0.65,2.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
822,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
823,0.65,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.5
824,0.85,0.15,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
825,0.15,0.85,7.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
826,0.05,0.85,7.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
827,0.15,0.85,7.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
828,0.15,0.85,7.0,S,female,3.0,Mrs,1.0,target_0,3.3306690738754696e-16
829,0.15,0.85,7.0,S,female,3.0,Mrs,1.0,target_0,3.3306690738754696e-16
830,0.15,0.85,7.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
831,0.85,0.85,7.0,S,male,3.0,Mr,1.0,target_0,0.0
832,0.85,0.85,7.0,S,female,3.0,Mrs,1.0,target_0,3.3306690738754696e-16
833,0.95,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
834,0.65,0.35,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
835,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
836,0.25,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
837,0.75,0.25,2.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
838,0.55,0.25,2.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
839,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
840,0.35,0.35,0.0,S,female,3.0,Mrs,0.0,target_0,0.3333333333333335
841,0.15,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.4999999999999999
842,0.15,0.65,1.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
843,0.15,0.65,1.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
844,0.55,0.55,1.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
845,0.35,0.55,1.0,S,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
846,0.25,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
847,0.35,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.40000000000000013
848,0.85,0.55,2.0,S,male,3.0,Mr,1.0,target_0,2.220446049250313e-16
849,0.45,0.25,1.0,S,male,3.0,Mr,0.0,target_0,0.0
850,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
851,0.95,0.55,1.0,S,female,3.0,Mrs,0.0,target_1,0.5
852,0.55,0.15,0.0,S,female,3.0,Mrs,0.0,target_0,-2.220446049250313e-16
853,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
854,0.55,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.4999999999999998
855,0.15,0.65,0.0,C,male,3.0,Mr,0.0,target_0,0.0
856,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
857,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_1,0.9285714285714286
858,0.55,0.85,0.0,S,male,3.0,Mr,0.0,target_1,0.20000000000000007
859,0.15,0.15,0.0,Q,female,3.0,Mrs,0.0,target_0,0.4999999999999999
860,0.45,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
861,0.35,0.25,0.0,S,female,3.0,Mrs,0.0,target_0,0.666666666666667
862,0.35,0.35,0.0,S,female,3.0,Mrs,0.0,target_1,0.6666666666666667
863,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
864,0.55,0.15,0.0,S,female,3.0,Mrs,0.0,target_0,-2.220446049250313e-16
865,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
866,0.05,0.45,1.0,S,female,3.0,Mrs,0.0,target_1,0.4999999999999999
867,0.35,0.45,2.0,S,female,3.0,Mrs,1.0,target_1,0.0
868,0.85,0.15,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
869,0.55,0.65,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
870,0.55,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.6666666666666667
871,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
872,0.45,0.25,0.0,S,female,3.0,Mrs,0.0,target_1,0.0
873,0.85,0.15,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
874,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.8125
875,0.65,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
876,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
877,0.55,0.25,1.0,S,female,3.0,Mrs,0.0,target_0,0.0
878,0.45,0.25,1.0,S,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
879,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
880,0.55,0.25,0.0,C,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
881,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.9090909090909092
882,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
883,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09090909090909094
884,0.95,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
885,0.15,0.15,1.0,S,male,3.0,Mr,0.0,target_0,0.0
886,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
887,0.45,0.35,0.0,S,male,3.0,Mr,0.0,target_1,0.5
888,0.75,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
889,0.45,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.19999999999999996
890,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
891,0.65,0.35,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
892,0.65,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.33333333333333337
893,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
894,0.05,0.45,2.0,S,male,3.0,Mr,1.0,target_1,2.220446049250313e-16
895,0.05,0.45,2.0,S,female,3.0,Mrs,1.0,target_1,0.5
896,0.95,0.05,0.0,S,male,3.0,Mr,0.0,target_0,0.0
897,0.65,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.33333333333333337
898,0.25,0.05,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
899,0.55,0.45,2.0,S,female,3.0,Mrs,1.0,target_1,0.4999999999999999
900,0.15,0.65,3.0,S,male,3.0,Mr,1.0,target_0,0.0
901,0.15,0.65,3.0,S,female,3.0,Mrs,1.0,target_0,0.0
902,0.15,0.65,3.0,S,male,3.0,Mr,1.0,target_0,0.0
903,0.15,0.65,3.0,S,female,3.0,Mrs,1.0,target_0,0.0
904,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
905,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.8125
906,0.55,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.07692307692307698
907,0.25,0.45,1.0,S,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
908,0.25,0.45,1.0,S,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
909,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
910,0.15,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
911,0.25,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
912,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
913,0.25,0.25,0.0,S,male,3.0,Mr,0.0,target_1,0.9090909090909092
914,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
915,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
916,0.05,0.55,1.0,C,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
917,0.85,0.55,1.0,C,male,3.0,Mr,0.0,target_1,-2.220446049250313e-16
918,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
919,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
920,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
921,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
922,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
923,0.75,0.15,0.0,Q,female,3.0,Mrs,0.0,target_1,0.14285714285714313
924,0.75,0.25,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
925,0.85,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.09999999999999987
926,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
927,0.25,0.55,1.0,C,male,3.0,Mr,0.0,target_0,0.0
928,0.25,0.55,1.0,C,female,3.0,Mrs,0.0,target_0,0.0
929,0.75,0.15,1.0,Q,male,3.0,Mr,0.0,target_0,0.0
930,0.75,0.15,1.0,Q,male,3.0,Mr,0.0,target_0,0.0
931,0.35,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
932,0.35,0.35,2.0,S,female,3.0,Mrs,1.0,target_0,1.1102230246251565e-16
933,0.45,0.35,2.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
934,0.05,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.25
935,0.55,0.65,4.0,S,male,3.0,Mr,1.0,target_1,-2.220446049250313e-16
936,0.45,0.65,2.0,S,female,3.0,Mrs,1.0,target_1,0.0
937,0.05,0.45,2.0,S,female,3.0,Mrs,1.0,target_0,0.5
938,0.15,0.25,2.0,S,male,3.0,Mr,1.0,target_0,0.0
939,0.75,0.45,2.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
940,0.45,0.25,0.0,C,male,3.0,Mr,0.0,target_0,0.0
941,0.45,0.15,0.0,C,male,3.0,Mr,0.0,target_1,0.6666666666666666
942,0.25,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.04545454545454519
943,0.75,0.45,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
944,0.45,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.022727272727272596
945,0.55,0.85,0.0,S,male,3.0,Mr,0.0,target_1,0.20000000000000007
946,0.55,0.85,0.0,S,male,3.0,Mr,0.0,target_1,0.20000000000000007
947,0.35,0.15,0.0,S,female,3.0,Mrs,0.0,target_1,4.440892098500626e-16
948,0.75,0.15,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
949,0.45,0.85,0.0,S,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
950,0.55,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.20000000000000007
951,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
952,0.35,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.18181818181818177
953,0.35,0.15,0.0,C,male,3.0,Mr,0.0,target_1,0.5999999999999999
954,0.95,0.75,4.0,S,male,3.0,Mr,1.0,target_0,1.1102230246251565e-16
955,0.95,0.75,4.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
956,0.95,0.75,4.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
957,0.95,0.75,4.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
958,0.95,0.75,4.0,S,female,3.0,Mrs,1.0,target_0,2.220446049250313e-16
959,0.65,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.1875
960,0.75,0.15,0.0,C,male,3.0,Mr,0.0,target_0,0.0
961,0.65,0.55,1.0,Q,female,3.0,Mrs,0.0,target_1,2.220446049250313e-16
962,0.65,0.55,1.0,Q,male,3.0,Mr,0.0,target_0,0.0
963,0.75,0.05,0.0,S,male,3.0,Mr,0.0,target_0,0.0
964,0.85,0.65,0.0,S,male,3.0,Mr,0.0,target_0,2.220446049250313e-16
965,0.35,0.45,0.0,S,male,3.0,Mr,0.0,target_0,0.0
966,0.45,0.15,0.0,S,female,3.0,Mrs,0.0,target_0,0.0
967,0.95,0.15,0.0,S,female,3.0,Mrs,0.0,target_0,-2.220446049250313e-16
968,0.75,0.55,1.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
969,0.65,0.55,1.0,S,female,3.0,Mrs,0.0,target_0,0.0
970,0.25,0.25,1.0,S,male,3.0,Mr,0.0,target_1,2.220446049250313e-16
971,0.35,0.25,0.0,Q,male,3.0,Mr,0.0,target_0,0.0
972,0.55,0.85,0.0,S,male,3.0,Mr,0.0,target_0,0.8
973,0.55,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0714285714285714
974,0.65,0.65,1.0,S,male,3.0,Mr,0.0,target_0,0.0
975,0.45,0.65,1.0,S,female,3.0,Mrs,0.0,target_0,2.220446049250313e-16
976,0.35,0.25,0.0,S,male,3.0,Mr,0.0,target_0,0.06250000000000011
977,0.25,0.15,0.0,S,male,3.0,Mr,0.0,target_0,0.0
978,0.55,0.35,0.0,S,male,3.0,Mr,0.0,target_0,0.0
979,0.95,0.15,0.0,S,male,3.0,Mr,0.0,target_0,1.1102230246251565e-16
