id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,class
7927,54.0,M,160.6,71.3,33.1,87.0,131.0,41.9,9.5,33.0,183.0,mid_performance
7928,49.0,M,172.1,67.7,16.1,91.0,144.0,43.3,14.2,34.0,232.0,mid_performance
7929,64.0,F,155.8,52.2,25.0,86.0,154.0,23.6,24.7,1.0,113.0,low_performance
7930,22.0,M,165.6,63.1,19.0,74.0,131.0,27.4,11.9,57.0,240.0,mid_performance
7931,45.0,M,165.5,62.6,24.6,83.0,147.0,41.5,16.3,30.0,215.0,mid_performance
7932,32.0,M,177.1,66.6,14.7,96.0,134.0,56.1,23.6,53.0,234.0,high_performance
7933,50.0,M,177.8,69.9,19.6,79.0,133.0,35.8,10.3,37.0,205.0,mid_performance
7934,28.0,F,164.0,53.2,21.6,64.0,111.0,27.3,14.9,37.0,193.0,mid_performance
7935,46.0,M,171.5,72.2,19.5,72.0,117.0,48.8,12.0,49.0,209.0,mid_performance
7936,58.0,F,159.5,64.6,27.2,79.0,127.0,32.8,19.9,29.0,139.0,low_performance
7937,30.0,M,178.1,70.1,22.1,93.0,153.0,42.4,18.3,50.0,213.0,mid_performance
7938,48.0,F,161.3,58.3,32.7,64.0,123.0,24.0,21.9,22.0,180.0,mid_performance
7939,47.0,M,170.0,79.2,27.6,99.0,151.0,42.8,7.5,35.0,200.0,low_performance
7940,28.0,F,157.1,52.5,28.3,74.0,127.0,25.0,21.6,42.0,165.0,high_performance
7941,54.0,F,156.6,54.5,34.7,79.0,127.0,20.8,19.8,26.0,145.0,mid_performance
7942,64.0,M,168.6,69.34,22.9,78.0,129.0,37.4,13.7,27.0,160.0,mid_performance
7943,40.0,M,174.4,70.2,26.4,90.0,145.0,48.5,15.2,44.0,215.0,mid_performance
7944,45.0,F,153.4,33.7,16.1,81.0,124.0,6.7,11.5,8.0,0.0,low_performance
7945,25.0,F,159.6,51.8,22.9,78.0,122.0,29.4,21.5,45.0,193.0,high_performance
7946,45.0,M,176.0,79.2,27.8,98.0,143.0,36.8,2.2,28.0,212.0,low_performance
7947,22.0,F,165.7,53.0,19.8,89.0,145.0,30.6,22.3,40.0,197.0,high_performance
7948,27.0,M,177.2,81.9,20.2,93.0,141.0,53.6,17.3,56.0,222.0,high_performance
7949,25.0,M,178.9,71.4,14.2,62.0,117.0,44.8,16.0,51.0,243.0,high_performance
7950,45.0,M,167.3,65.6,15.3,85.0,149.0,48.3,20.5,62.0,202.0,high_performance
7951,31.0,M,178.5,80.4,14.8,85.0,137.0,40.7,28.8,57.0,240.0,mid_performance
7952,23.0,M,174.0,78.1,22.5,69.0,135.0,43.3,19.1,43.0,212.0,mid_performance
7953,26.0,M,177.3,81.2,26.3,88.0,144.0,45.4,16.3,55.0,226.0,high_performance
7954,61.0,F,153.0,64.6,31.4,77.0,152.0,14.0,20.6,0.0,0.0,low_performance
7955,30.0,M,176.3,85.4,27.1,82.0,150.0,45.5,17.0,24.0,210.0,low_performance
7956,50.0,F,158.8,50.7,35.3,65.0,107.0,11.3,12.0,26.0,119.0,mid_performance
7957,30.0,M,177.3,70.6,8.8,76.0,130.0,61.1,17.9,48.0,229.0,high_performance
7958,33.0,M,170.4,79.2,25.4,81.0,124.0,51.4,16.4,52.0,224.0,high_performance
7959,55.0,F,149.4,49.9,38.8,65.0,104.0,20.3,19.9,16.0,114.0,mid_performance
7960,28.0,M,174.4,69.0,21.5,76.0,136.0,39.4,15.2,47.0,196.0,mid_performance
7961,48.0,F,153.8,53.7,34.2,86.0,120.0,22.6,5.3,28.0,143.0,low_performance
7962,44.0,M,173.4,72.6,19.1,68.0,137.0,44.3,18.2,50.0,222.0,mid_performance
7963,21.0,M,179.5,79.5,13.3,72.0,136.0,46.0,11.8,45.0,246.0,mid_performance
7964,22.0,M,174.2,85.9,31.5,75.0,139.0,38.9,14.2,35.0,222.0,low_performance
7965,47.0,M,172.3,70.7,30.5,91.0,147.0,40.2,-9.6,36.0,188.0,low_performance
7966,40.0,M,165.9,73.8,13.1,73.0,135.0,51.9,26.0,55.0,212.0,high_performance
7967,22.0,F,163.9,53.7,22.9,54.0,106.0,30.4,23.0,52.0,193.0,high_performance
7968,31.0,M,182.0,81.0,24.8,90.0,130.0,34.7,1.4,30.0,203.0,low_performance
7969,26.0,M,172.9,72.7,15.0,65.0,130.0,48.9,13.3,57.0,217.0,mid_performance
7970,30.0,M,170.7,71.9,16.0,80.0,139.0,48.8,16.6,60.0,233.0,high_performance
7971,23.0,M,170.6,90.2,33.8,73.0,133.0,30.4,8.0,45.0,161.0,low_performance
7972,25.0,M,173.0,79.1,22.0,92.0,156.0,54.6,12.5,46.0,210.0,mid_performance
7973,40.0,M,172.3,73.0,15.5,71.0,129.0,46.6,18.1,50.0,242.0,high_performance
7974,40.0,M,175.7,70.8,14.9,86.0,137.0,35.8,14.6,43.0,211.0,mid_performance
7975,25.0,F,170.1,62.1,30.1,71.0,103.0,29.5,19.8,42.0,193.0,high_performance
7976,56.0,F,158.7,57.0,32.9,89.0,132.0,24.1,17.6,17.0,142.0,mid_performance
7977,63.0,F,162.3,55.8,36.3,63.0,108.0,20.8,24.8,7.0,125.0,mid_performance
7978,26.0,M,174.9,86.2,20.2,75.0,127.0,48.5,7.6,42.0,191.0,mid_performance
7979,21.0,F,155.7,51.0,29.2,61.0,110.0,24.4,16.2,34.0,164.0,mid_performance
7980,62.0,M,181.4,80.2,28.2,80.0,153.0,31.6,1.0,18.0,127.0,low_performance
7981,21.0,M,172.9,74.0,19.8,81.0,146.0,49.2,16.4,57.0,248.0,mid_performance
7982,26.0,M,167.6,71.6,16.7,68.0,124.0,48.2,23.3,51.0,230.0,high_performance
7983,44.0,M,165.0,57.1,16.2,87.0,120.0,40.3,11.0,24.0,211.0,low_performance
7984,31.0,M,171.0,75.8,15.8,73.0,132.0,67.1,19.6,57.0,243.0,high_performance
7985,26.0,M,176.8,67.3,17.8,80.0,124.0,42.9,13.5,49.0,224.0,mid_performance
7986,36.0,M,180.5,78.9,18.6,85.0,141.0,47.5,8.0,51.0,212.0,low_performance
7987,23.0,F,163.9,59.14,18.5,76.0,107.0,32.6,24.5,49.0,210.0,high_performance
7988,55.0,M,177.5,79.8,30.46432,82.0,133.0,46.3,6.3,24.0,168.0,low_performance
7989,61.0,M,178.2,83.1,19.2,82.0,154.0,45.4,13.1,40.0,178.0,mid_performance
7990,47.0,M,155.0,60.6,20.4,68.0,126.0,41.8,12.7,48.0,178.0,mid_performance
7991,45.0,M,173.4,72.0,21.2,93.0,149.0,47.5,17.4,47.0,231.0,mid_performance
7992,30.0,F,167.0,52.1,27.0,67.0,108.0,21.1,-1.4,39.0,140.0,low_performance
7993,64.0,F,154.4,48.2,29.6,69.0,140.0,23.2,8.8,30.0,160.0,low_performance
7994,21.0,M,177.5,74.1,17.8,82.0,133.0,34.7,8.2,42.0,202.0,low_performance
7995,21.0,F,166.2,55.7,29.1,68.0,114.0,29.8,25.1,52.0,183.0,high_performance
7996,27.0,M,169.0,68.1,14.2,71.0,152.0,39.7,13.6,49.0,279.0,mid_performance
7997,24.0,F,166.8,53.5,24.5,71.0,113.0,24.3,23.6,43.0,158.0,high_performance
7998,39.0,F,158.8,47.0,24.0,78.0,122.0,24.9,17.9,34.0,159.0,mid_performance
7999,25.0,M,181.8,92.44,23.3,78.0,136.0,40.6,10.5,48.0,237.0,mid_performance
8000,21.0,F,168.7,62.0,19.7,73.0,136.0,31.2,26.8,56.0,170.0,high_performance
8001,21.0,M,170.1,66.5,14.3,73.0,117.0,43.1,18.7,61.0,237.0,low_performance
8002,63.0,M,165.5,79.4,31.4,89.0,140.0,44.6,12.6,28.0,189.0,mid_performance
8003,23.0,M,177.5,72.2,17.3,70.0,118.0,37.1,11.4,32.0,167.0,low_performance
8004,63.0,F,149.4,57.0,38.0,65.0,119.0,25.9,23.5,0.0,69.0,low_performance
8005,31.0,M,172.9,72.9,13.1,79.0,145.0,44.6,17.8,63.0,240.0,high_performance
8006,64.0,M,175.3,81.2,35.8,88.0,144.0,35.7,11.7,8.0,158.0,low_performance
8007,50.0,M,166.0,70.0,29.0,83.0,141.0,39.4,1.9,32.0,173.0,low_performance
8008,47.0,M,169.2,71.7,24.6,97.0,145.0,37.1,6.71,34.0,203.0,mid_performance
8009,43.0,M,172.3,74.3,25.8,80.0,126.0,45.3,1.5,25.0,204.0,low_performance
8010,28.0,F,166.6,63.1,34.4,83.0,117.0,32.4,23.0,41.0,171.0,mid_performance
8011,26.0,M,167.0,61.2,25.7,80.0,121.0,36.1,17.5,41.0,223.0,mid_performance
8012,22.0,M,175.3,64.2,22.3,79.0,111.0,33.5,-0.2,35.0,200.0,low_performance
8013,22.0,M,173.5,53.8,14.7,76.0,114.0,37.4,-10.0,26.0,203.0,low_performance
8014,49.0,F,163.7,70.6,38.7,95.0,143.0,30.8,11.7,6.0,147.0,low_performance
8015,39.0,F,159.9,49.8,32.9,62.0,116.0,17.1,9.0,38.0,137.0,low_performance
8016,49.0,F,158.5,63.8,36.5,79.0,145.0,25.9,18.0,41.0,127.0,low_performance
8017,23.0,F,164.5,47.4,19.4,70.0,113.0,18.5,10.2,23.0,176.0,mid_performance
8018,32.0,M,171.2,70.8,20.3,75.0,141.0,38.7,8.3,49.0,196.0,mid_performance
8019,31.0,M,169.3,65.04,19.7,74.0,128.0,37.9,7.0,46.0,211.0,mid_performance
8020,40.0,M,174.4,74.7,18.0,87.0,138.0,46.9,22.4,47.0,233.0,high_performance
8021,29.0,M,187.0,88.2,21.4,76.0,132.0,43.9,17.0,41.0,232.0,low_performance
8022,60.0,F,154.7,50.4,29.1,84.0,140.0,19.2,20.0,24.0,152.0,high_performance
8023,22.0,M,178.9,88.6,12.5,84.0,143.0,63.7,18.4,61.0,294.0,high_performance
8024,25.0,M,168.2,80.8,22.5,79.0,139.0,55.4,19.3,45.0,250.0,mid_performance
8025,26.0,F,164.3,55.6,24.5,64.0,113.0,26.3,13.4,28.0,166.0,mid_performance
8026,34.0,M,171.7,74.22,22.6,86.0,138.0,56.1,11.4,38.0,229.0,mid_performance
8027,39.0,M,174.7,74.9,15.4,99.0,140.0,48.3,21.1,61.0,232.0,mid_performance
8028,38.0,M,175.3,95.4,28.0,96.0,154.0,45.7,-16.3,44.0,178.0,low_performance
8029,51.0,F,151.0,50.2,28.5,54.0,100.0,20.9,17.8,13.0,131.0,mid_performance
8030,31.0,F,152.2,54.3,31.4,77.0,140.0,25.5,13.6,56.0,188.0,mid_performance
8031,36.0,M,169.0,59.2,15.8,91.0,151.0,42.1,23.5,60.0,230.0,high_performance
8032,38.0,M,177.6,86.6,17.0,70.0,123.0,39.3,14.5,52.0,235.0,mid_performance
8033,41.0,M,172.6,68.9,17.3,67.0,131.0,43.9,18.2,52.0,226.0,high_performance
8034,28.0,M,169.6,65.3,17.3,76.0,118.0,45.7,12.4,45.0,192.0,mid_performance
8035,26.0,M,173.7,87.4,18.1,78.0,143.0,45.3,16.0,56.0,208.0,mid_performance
8036,31.0,M,172.0,66.3,19.7,77.0,112.0,42.0,16.3,53.0,230.0,high_performance
8037,27.0,M,170.7,86.3,34.2,71.0,132.0,54.1,19.6,63.0,226.0,high_performance
8038,37.0,M,180.3,86.3,26.4,74.0,111.0,53.9,19.1,50.0,235.0,high_performance
8039,45.0,M,167.7,66.5,18.8,66.0,129.0,43.1,10.8,35.0,179.0,mid_performance
8040,62.0,F,152.6,45.0,19.2,89.0,156.0,24.0,13.4,12.0,85.0,mid_performance
8041,30.0,M,167.7,70.9,16.4,81.0,149.0,49.4,18.8,55.0,232.0,high_performance
8042,23.0,M,170.7,70.4,18.8,58.0,111.0,34.5,11.2,53.0,225.0,mid_performance
8043,48.0,F,167.0,62.6,30.2,77.0,136.0,23.2,24.0,35.0,150.0,mid_performance
8044,57.0,M,170.6,64.52,17.3,97.0,156.0,40.2,10.1,42.0,181.0,mid_performance
8045,27.0,M,173.8,87.0,24.1,95.0,158.0,39.9,22.5,50.0,189.0,low_performance
8046,52.0,F,166.4,61.1,23.9,63.0,120.0,15.5,21.0,27.0,148.0,mid_performance
8047,23.0,M,166.4,65.2,18.1,72.0,113.0,37.0,10.2,53.0,212.0,mid_performance
8048,28.0,M,169.0,65.1,19.6,96.0,151.0,47.4,20.8,54.0,252.0,high_performance
8049,40.0,M,183.0,74.9,15.1,79.0,139.0,55.5,16.9,42.0,220.0,mid_performance
8050,22.0,F,162.6,54.9,26.0,77.0,117.0,24.2,29.8,36.0,192.0,high_performance
8051,47.0,F,155.7,59.1,27.4,59.0,100.0,25.0,3.2,17.0,129.0,low_performance
8052,24.0,M,175.7,86.2,20.9,77.0,135.0,43.7,16.6,56.0,219.0,mid_performance
8053,58.0,M,165.3,69.9,19.8,91.0,148.0,46.9,18.6,47.0,160.0,mid_performance
8054,24.0,M,175.2,72.4,20.7,73.0,132.0,38.4,16.4,52.0,242.0,mid_performance
8055,62.0,F,153.1,52.32,23.0,66.0,106.0,21.2,20.5,16.0,96.0,mid_performance
8056,42.0,F,157.1,59.7,33.0,81.0,149.0,26.3,16.9,27.0,153.0,mid_performance
8057,40.0,F,167.0,54.3,20.0,60.0,122.0,26.7,19.5,37.0,157.0,high_performance
8058,23.0,M,171.4,70.1,15.2,70.0,128.0,46.8,-2.5,57.0,234.0,low_performance
8059,24.0,F,156.0,44.5,23.1,67.0,103.0,26.7,24.7,25.0,142.0,mid_performance
8060,39.0,M,172.0,73.0,16.1,92.0,135.0,51.0,-7.0,46.0,211.0,low_performance
8061,37.0,M,174.4,78.7,23.0,88.0,135.0,41.9,10.2,49.0,242.0,mid_performance
8062,37.0,M,177.3,75.3,20.4,80.0,125.0,36.0,17.3,53.0,221.0,mid_performance
8063,60.0,F,156.8,60.9,25.8,80.0,130.0,30.9,20.3,20.0,153.0,high_performance
8064,28.0,M,170.7,71.5,14.9,71.0,113.0,49.9,15.8,61.0,239.0,high_performance
8065,24.0,M,176.7,77.7,15.4,92.0,151.0,51.5,28.9,60.0,258.0,high_performance
8066,57.0,F,159.4,56.2,26.6,62.0,112.0,23.1,11.7,0.0,90.0,low_performance
8067,23.0,M,176.5,69.8,15.7,76.0,128.0,40.4,14.3,52.0,228.0,mid_performance
8068,21.0,F,166.5,50.4,21.4,66.0,100.0,30.2,19.1,33.0,174.0,mid_performance
8069,21.0,M,170.5,74.8,13.7,85.0,140.0,48.9,15.4,57.0,199.0,mid_performance
8070,55.0,F,159.3,55.5,29.7,81.0,147.0,21.8,22.5,31.0,118.0,mid_performance
8071,25.0,M,165.9,83.3,30.4,70.0,121.0,40.9,5.1,46.0,178.0,low_performance
8072,37.0,M,168.1,75.7,20.6,85.0,130.0,47.9,22.9,48.0,236.0,high_performance
8073,22.0,F,165.6,47.3,26.6,81.0,136.0,23.1,23.6,38.0,167.0,mid_performance
8074,37.0,M,173.8,79.7,24.5,94.0,147.0,42.9,17.9,48.0,221.0,mid_performance
8075,45.0,M,170.5,88.1,30.7,91.0,149.0,51.0,21.1,36.0,212.0,mid_performance
8076,21.0,M,170.1,63.5,25.7,71.0,126.0,27.3,18.4,40.0,211.0,low_performance
8077,54.0,M,177.5,83.6,25.0,84.0,151.0,43.0,9.2,30.0,155.0,low_performance
8078,48.0,F,165.5,74.5,31.8,67.0,119.0,32.8,4.0,18.0,160.0,low_performance
8079,33.0,F,171.0,57.9,22.5,69.0,104.0,29.7,23.8,39.0,155.0,high_performance
8080,33.0,M,174.0,67.7,19.5,97.0,119.0,50.1,21.5,67.0,255.0,high_performance
8081,26.0,M,173.0,72.8,14.1,72.0,126.0,38.5,17.6,52.0,242.0,mid_performance
8082,37.0,M,173.0,92.5,34.2,86.0,131.0,33.9,17.5,30.0,198.0,low_performance
8083,61.0,F,166.1,57.6,30.0,52.0,120.0,25.8,20.3,12.0,117.0,mid_performance
8084,33.0,F,157.2,50.8,32.6,67.0,127.0,22.6,18.8,38.0,141.0,mid_performance
8085,51.0,M,174.5,79.9,17.8,88.0,134.0,53.7,15.8,49.0,228.0,high_performance
8086,50.0,F,157.7,59.7,32.5,82.0,142.0,23.5,20.9,25.0,111.0,mid_performance
8087,22.0,M,173.2,69.0,15.1,99.0,146.0,41.0,11.7,62.0,217.0,mid_performance
8088,36.0,M,172.7,70.1,17.2,75.0,128.0,36.5,9.3,42.0,231.0,mid_performance
8089,51.0,M,172.0,68.5,10.1,62.0,103.0,47.2,12.2,45.0,207.0,mid_performance
8090,23.0,M,175.3,69.3,18.8,75.0,131.0,41.8,7.1,49.0,219.0,mid_performance
8091,47.0,F,153.0,57.9,34.6,75.0,114.0,22.9,3.6,12.0,120.0,low_performance
8092,45.0,F,154.7,41.8,15.9,72.0,119.0,18.9,22.1,28.0,146.0,low_performance
8093,43.0,F,156.4,50.0,19.3,73.0,123.0,32.4,23.8,34.0,175.0,high_performance
8094,22.0,F,157.2,58.9,33.2,64.0,122.0,22.2,9.0,31.0,159.0,low_performance
8095,22.0,F,160.1,48.0,21.7,69.0,122.0,22.9,24.1,49.0,178.0,mid_performance
8096,26.0,M,172.5,70.7,18.7,62.0,120.0,42.3,12.9,56.0,221.0,mid_performance
8097,23.0,M,166.2,63.8,18.0,83.0,126.0,39.8,17.9,64.0,208.0,mid_performance
8098,42.0,F,162.8,60.1,27.4,82.0,129.0,28.2,19.5,38.0,156.0,high_performance
8099,24.0,M,174.1,74.5,16.5,84.0,136.0,52.0,16.7,58.0,218.0,mid_performance
8100,26.0,F,162.4,49.5,24.3,73.0,123.0,27.0,24.7,39.0,167.0,mid_performance
8101,42.0,F,167.9,66.8,36.6,75.0,115.0,18.4,8.5,12.0,107.0,low_performance
8102,21.0,M,169.9,64.8,12.1,90.0,141.0,42.9,16.8,74.0,260.0,mid_performance
8103,41.0,F,163.6,56.1,29.0,60.0,114.0,17.0,9.8,29.0,143.0,low_performance
8104,47.0,M,166.2,52.9,10.6,70.0,108.0,35.6,-20.0,13.0,155.0,low_performance
8105,60.0,M,168.0,72.8,25.9,76.0,126.0,39.1,19.0,40.0,172.0,high_performance
8106,54.0,F,155.1,52.6,39.2,71.0,118.0,19.2,19.0,0.0,132.0,low_performance
8107,29.0,F,161.6,47.6,20.3,73.0,125.0,29.9,21.2,37.0,176.0,high_performance
8108,21.0,F,161.4,55.1,29.1,77.0,119.0,20.9,13.5,32.0,163.0,mid_performance
8109,58.0,M,175.6,67.7,18.2,66.0,132.0,40.4,22.8,38.0,241.0,high_performance
8110,57.0,M,165.9,85.3,26.3,82.0,150.0,44.9,10.8,30.0,180.0,low_performance
8111,26.0,F,163.6,71.3,37.2,78.0,133.0,20.7,22.7,15.0,157.0,low_performance
8112,60.0,M,164.2,58.9,25.0,86.0,149.0,29.9,5.2,21.0,170.0,mid_performance
8113,37.0,M,176.5,77.9,20.6,95.0,154.0,52.1,18.3,45.0,237.0,high_performance
8114,27.0,M,174.0,63.4,11.7,81.0,125.0,47.4,15.5,56.0,235.0,high_performance
8115,27.0,F,174.6,60.7,18.3,72.0,118.0,30.4,21.0,64.0,187.0,high_performance
8116,23.0,F,156.9,47.4,26.1,59.0,95.0,21.2,9.2,30.0,113.0,low_performance
8117,21.0,F,172.9,65.16,25.7,80.0,120.0,33.3,11.9,45.0,189.0,mid_performance
8118,26.0,F,164.6,57.3,28.0,72.0,128.0,27.2,18.6,47.0,172.0,high_performance
8119,26.0,F,159.6,47.2,22.5,71.0,108.0,24.0,-6.0,8.0,142.0,low_performance
8120,63.0,M,164.0,67.0,25.1,97.0,157.0,41.1,3.9,37.0,137.0,mid_performance
8121,47.0,M,169.1,71.2,24.7,77.0,117.0,41.2,12.2,37.0,210.0,mid_performance
8122,55.0,M,159.4,57.42,15.8,86.0,136.0,39.0,8.7,47.0,137.0,mid_performance
8123,22.0,F,166.3,52.2,24.9,76.0,116.0,24.3,14.4,32.0,178.0,mid_performance
8124,57.0,F,155.7,74.2,42.4,87.0,142.0,22.4,12.2,0.0,100.0,low_performance
8125,25.0,M,170.4,70.7,25.9,78.0,133.0,50.0,1.6,38.0,193.0,low_performance
8126,21.0,M,181.0,68.7,10.0,68.0,125.0,37.2,9.2,57.0,234.0,mid_performance
8127,46.0,F,153.0,57.5,36.3,82.0,126.0,25.5,20.4,25.0,145.0,mid_performance
8128,26.0,F,163.0,47.6,19.7,85.0,125.0,23.1,19.7,46.0,174.0,high_performance
8129,46.0,F,156.9,63.9,22.9,96.0,153.0,20.3,21.2,6.0,116.0,low_performance
8130,27.0,F,160.1,58.4,37.0,59.0,106.0,18.4,8.8,22.0,151.0,low_performance
8131,26.0,F,151.8,38.1,23.3,82.0,125.0,21.9,24.4,38.0,179.0,mid_performance
8132,48.0,F,154.5,50.7,29.2,66.0,93.0,24.2,12.4,20.0,138.0,low_performance
8133,60.0,M,176.7,80.9,31.6,92.0,147.0,40.9,16.4,20.0,177.0,low_performance
8134,42.0,M,170.8,71.56,20.5,80.0,128.0,47.1,-1.4,47.0,217.0,low_performance
8135,59.0,F,160.3,55.0,27.3,67.0,104.0,25.9,5.4,1.0,116.0,low_performance
8136,35.0,F,162.0,48.2,31.3,63.0,107.0,20.3,21.0,35.0,146.0,high_performance
8137,23.0,M,176.6,78.6,22.0,75.0,135.0,49.4,4.3,55.0,230.0,low_performance
8138,58.0,F,154.0,55.0,33.1,62.0,113.0,20.8,15.8,20.0,164.0,mid_performance
8139,31.0,M,173.6,94.4,35.5,91.0,141.0,50.4,7.2,45.0,212.0,low_performance
8140,24.0,F,175.5,58.7,17.2,76.0,140.0,30.0,17.2,37.0,155.0,mid_performance
8141,54.0,F,152.2,56.5,35.2,76.0,126.0,17.7,12.7,8.0,105.0,low_performance
8142,30.0,M,164.0,67.8,27.9,95.0,155.0,43.9,21.0,48.0,207.0,high_performance
8143,32.0,M,168.2,62.9,18.6,97.0,134.0,37.8,20.7,56.0,226.0,high_performance
8144,51.0,F,156.5,52.6,30.6,72.0,128.0,24.6,19.5,28.0,140.0,mid_performance
8145,29.0,M,174.3,78.8,19.2,87.0,124.0,49.2,9.8,43.0,232.0,mid_performance
8146,34.0,F,156.9,49.4,24.5,65.0,106.0,22.2,23.1,35.0,162.0,mid_performance
8147,22.0,M,178.0,77.94,19.6,73.0,134.0,40.4,24.8,54.0,236.0,mid_performance
8148,32.0,F,159.2,56.7,25.9,71.0,105.0,21.7,27.5,37.0,175.0,low_performance
8149,21.0,M,182.2,86.2,17.1,77.0,128.0,51.6,9.7,53.0,237.0,mid_performance
8150,30.0,F,157.7,54.0,34.7,72.0,119.0,26.7,13.4,41.0,148.0,mid_performance
8151,47.0,M,173.4,67.1,20.0,86.0,151.0,44.5,23.3,49.0,229.0,high_performance
8152,37.0,F,163.0,50.3,20.7,73.0,108.0,22.9,6.4,5.0,149.0,low_performance
8153,31.0,F,160.0,48.8,21.4,62.0,101.0,24.4,23.9,20.0,150.0,mid_performance
8154,39.0,M,176.9,77.0,21.3,91.0,139.0,59.4,12.1,48.0,240.0,mid_performance
8155,43.0,M,172.8,76.0,22.1,89.0,144.0,37.9,13.5,43.0,212.0,mid_performance
8156,49.0,F,166.3,65.3,30.7,79.0,126.0,23.6,18.1,23.0,102.0,mid_performance
8157,40.0,M,163.3,76.0,26.5,94.0,140.0,43.8,-8.0,36.0,215.0,low_performance
8158,41.0,F,150.0,58.3,30.5,66.0,120.0,31.6,14.3,27.0,164.0,mid_performance
8159,21.0,M,173.1,67.1,9.8,76.0,127.0,44.6,14.51,53.0,246.0,mid_performance
8160,24.0,M,181.3,70.8,9.0,79.0,150.0,50.9,17.9,57.0,246.0,high_performance
8161,23.0,F,163.3,51.8,25.0,65.0,99.0,26.5,28.2,44.0,146.0,high_performance
8162,45.0,F,154.0,52.9,26.0,72.0,118.0,24.4,14.8,21.0,140.0,mid_performance
8163,24.0,F,159.6,54.9,32.4,74.0,111.0,21.1,11.7,12.0,143.0,low_performance
8164,35.0,M,168.6,68.24,9.6,85.0,135.0,42.4,14.6,45.0,235.0,mid_performance
8165,41.0,F,161.6,70.4,20.1,76.0,128.0,32.8,19.5,34.0,175.0,mid_performance
8166,37.0,M,167.6,75.6,23.0,94.0,139.0,48.1,13.5,49.0,215.0,mid_performance
8167,24.0,M,173.8,80.7,21.7,93.0,152.0,43.9,8.5,64.0,186.0,mid_performance
8168,27.0,M,177.4,84.5,21.6,95.0,153.0,47.5,28.8,54.0,182.0,mid_performance
8169,28.0,M,172.9,74.6,13.7,58.0,121.0,46.9,17.4,64.0,239.0,mid_performance
8170,54.0,M,169.7,66.6,18.6,75.0,147.0,47.2,21.7,43.0,213.0,high_performance
8171,33.0,M,179.0,71.6,13.2,63.0,112.0,46.3,14.6,50.0,252.0,high_performance
8172,33.0,M,179.0,86.8,25.8,91.0,137.0,52.9,14.8,43.0,212.0,low_performance
8173,28.0,M,173.7,75.1,18.3,60.0,106.0,39.9,5.9,44.0,213.0,mid_performance
8174,24.0,M,184.3,69.7,14.0,70.0,112.0,35.6,2.5,46.0,217.0,low_performance
8175,22.0,F,156.3,55.1,34.0,68.0,124.0,25.7,28.3,40.0,189.0,high_performance
8176,42.0,F,156.7,49.6,29.5,60.0,122.0,21.5,24.9,31.0,145.0,high_performance
8177,57.0,F,157.0,61.1,34.8,74.0,128.0,22.8,13.5,21.0,124.0,mid_performance
8178,24.0,M,173.0,73.6,11.9,65.0,133.0,57.1,22.1,59.0,255.0,high_performance
8179,58.0,F,152.5,51.9,25.3,70.0,113.0,23.8,21.0,20.0,100.0,mid_performance
8180,28.0,F,162.9,63.1,27.1,91.0,149.0,34.2,31.0,49.0,176.0,high_performance
8181,47.0,M,171.0,76.2,17.9,83.0,139.0,50.9,27.7,51.0,227.0,high_performance
8182,64.0,F,150.8,43.9,20.8,82.0,130.0,21.0,27.2,39.0,142.0,high_performance
8183,28.0,F,167.2,60.0,27.9,71.0,119.0,29.4,22.3,46.0,173.0,mid_performance
8184,23.0,M,168.5,65.9,12.7,95.0,149.0,37.5,21.4,62.0,254.0,high_performance
8185,22.0,M,171.8,72.6,24.3,80.0,156.0,29.4,18.5,43.0,195.0,low_performance
8186,64.0,M,167.2,73.0,20.8,75.0,142.0,34.6,18.7,24.0,152.0,mid_performance
8187,59.0,M,160.8,60.6,22.4,91.0,157.0,36.0,11.3,33.0,177.0,mid_performance
8188,21.0,M,171.7,65.2,18.4,70.0,135.0,37.9,23.1,51.0,237.0,mid_performance
8189,30.0,M,180.0,81.7,15.1,80.0,120.0,42.6,14.7,56.0,221.0,high_performance
8190,48.0,F,157.7,59.44,36.5,70.0,131.0,29.9,14.9,20.0,161.0,mid_performance
8191,25.0,F,174.5,66.6,33.1,76.0,119.0,27.1,4.5,15.0,143.0,low_performance
8192,53.0,M,168.6,66.0,18.4,89.0,150.0,34.2,10.5,28.0,181.0,mid_performance
8193,26.0,M,164.0,60.6,18.1,72.0,129.0,32.8,16.7,60.0,230.0,high_performance
8194,21.0,M,171.7,77.0,24.4,86.0,146.0,36.1,13.5,34.0,204.0,low_performance
8195,61.0,F,154.9,54.3,25.7,74.0,133.0,26.1,24.3,28.0,101.0,mid_performance
8196,45.0,M,171.5,74.9,25.8,90.0,146.0,39.9,6.2,25.0,187.0,low_performance
8197,34.0,M,173.4,85.6,28.8,83.0,123.0,34.1,-0.8,37.0,157.0,low_performance
8198,44.0,M,167.5,70.0,19.4,72.0,118.0,39.9,14.3,36.0,217.0,mid_performance
8199,26.0,M,169.5,68.4,17.2,62.0,117.0,36.8,21.2,54.0,227.0,high_performance
8200,28.0,M,176.7,83.66,25.7,91.0,149.0,53.5,-0.7,32.0,222.0,low_performance
8201,47.0,M,165.1,71.8,25.5,94.0,144.0,41.7,11.1,41.0,211.0,mid_performance
