id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,y_true,y_predict,high_performance,mid_performance,low_performance
7794,46-55,F,under_160,under_55,15-mid-30,over_89,over_144,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
7795,>55,M,160-mid-176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
7796,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7797,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7798,>55,M,160-mid-176,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
7799,>55,M,160-mid-176,over_79,15-mid-30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7800,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7801,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
7802,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7803,<25,F,160-mid-176,55-mid-79,under_15,68-mid-89,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7804,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7805,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7806,36-45,F,under_160,55-mid-79,over_30,68-mid-89,over_144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
7807,46-55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7808,>55,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,over_23,under_25,under_150,low_performance,low_performance,0,0,1
7809,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7810,46-55,F,under_160,55-mid-79,over_30,68-mid-89,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
7811,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7812,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7813,26-35,F,under_160,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7814,26-35,M,over_176,55-mid-79,under_15,68-mid-89,over_144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7815,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7816,26-35,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7817,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7818,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7819,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7820,26-35,F,160-mid-176,under_55,over_30,under_68,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7821,46-55,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
7822,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7823,36-45,M,over_176,over_79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7824,>55,F,160-mid-176,under_55,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
7825,46-55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,under_150,high_performance,high_performance,1,0,0
7826,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7827,46-55,F,under_160,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7828,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7829,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7830,36-45,M,160-mid-176,over_79,over_30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7831,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7832,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7833,>55,F,160-mid-176,under_55,over_30,over_89,over_144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
7834,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7835,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7836,>55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
7837,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7838,<25,F,under_160,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7839,<25,M,over_176,over_79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
7840,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7841,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7842,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7843,26-35,M,over_176,55-mid-79,under_15,over_89,115-mid-144,26-mid-47,over_23,25-mid-54,over_229,high_performance,high_performance,1,0,0
7844,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7845,<25,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7846,<25,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7847,>55,F,under_160,under_55,over_30,68-mid-89,over_144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
7848,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7849,26-35,M,over_176,over_79,15-mid-30,over_89,over_144,over_47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
7850,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7851,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7852,36-45,F,under_160,55-mid-79,over_30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
7853,26-35,F,160-mid-176,55-mid-79,over_30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7854,36-45,F,160-mid-176,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
7855,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7856,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,over_23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7857,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,under_150,high_performance,high_performance,1,0,0
7858,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7859,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
7860,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
7861,26-35,F,160-mid-176,55-mid-79,over_30,over_89,over_144,under_26,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7862,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7863,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7864,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7865,36-45,F,160-mid-176,under_55,15-mid-30,under_68,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7866,<25,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7867,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
7868,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7869,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7870,46-55,F,under_160,under_55,15-mid-30,over_89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
7871,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7872,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7873,46-55,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7874,<25,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7875,36-45,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7876,26-35,M,160-mid-176,55-mid-79,under_15,under_68,under_115,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7877,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7878,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7879,<25,M,over_176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7880,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
7881,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7882,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7883,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7884,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7885,46-55,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7886,<25,M,160-mid-176,55-mid-79,over_30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7887,36-45,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7888,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7889,46-55,M,160-mid-176,over_79,over_30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7890,26-35,M,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7891,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7892,46-55,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
7893,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7894,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7895,>55,F,under_160,55-mid-79,over_30,under_68,115-mid-144,under_26,under_6,under_25,under_150,low_performance,low_performance,0,0,1
7896,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,high_performance,1,0,0
7897,26-35,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7898,26-35,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
7899,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,low_performance,low_performance,0,0,1
7900,36-45,F,160-mid-176,55-mid-79,over_30,under_68,under_115,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
7901,<25,F,under_160,under_55,over_30,under_68,under_115,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
7902,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7903,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7904,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7905,>55,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
7906,26-35,M,over_176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7907,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7908,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7909,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7910,<25,F,under_160,under_55,over_30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
7911,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
7912,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7913,36-45,M,160-mid-176,over_79,over_30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7914,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7915,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,under_115,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7916,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7917,36-45,F,under_160,55-mid-79,over_30,over_89,over_144,26-mid-47,over_23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7918,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7919,<25,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7920,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7921,<25,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7922,26-35,M,160-mid-176,over_79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7923,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7924,>55,M,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7925,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7926,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7927,46-55,M,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7928,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7929,>55,F,under_160,under_55,15-mid-30,68-mid-89,over_144,under_26,over_23,under_25,under_150,low_performance,low_performance,0,0,1
7930,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
7931,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7932,26-35,M,over_176,55-mid-79,under_15,over_89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
7933,46-55,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7934,26-35,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7935,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7936,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
7937,26-35,M,over_176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7938,46-55,F,160-mid-176,55-mid-79,over_30,under_68,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
7939,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7940,26-35,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7941,46-55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
7942,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7943,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7944,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
7945,<25,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7946,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7947,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7948,26-35,M,over_176,over_79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7949,<25,M,over_176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
7950,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,over_47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7951,26-35,M,over_176,over_79,under_15,68-mid-89,115-mid-144,26-mid-47,over_23,over_54,over_229,mid_performance,mid_performance,0,1,0
7952,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7953,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7954,>55,F,under_160,55-mid-79,over_30,68-mid-89,over_144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
7955,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
7956,46-55,F,under_160,under_55,over_30,under_68,under_115,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
7957,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7958,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
7959,46-55,F,under_160,under_55,over_30,under_68,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
7960,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7961,46-55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,under_6,25-mid-54,under_150,low_performance,low_performance,0,0,1
7962,36-45,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
7963,<25,M,over_176,over_79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
7964,<25,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7965,46-55,M,160-mid-176,55-mid-79,over_30,over_89,over_144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
7966,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,over_23,over_54,150-mid-229,high_performance,high_performance,1,0,0
7967,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
