id,Gender,Age_range,Ethnicity,MaritalStatus,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,score_risk_recidivism,score_text_risk_recidivism,score_risk_violence,score_text_risk_violence,Low_Recid,Medium_Recid,High_Recid,No_Recid,Recid,y_predict,y_true
2238,Male,25 - 45,African-American,Single,F,Burglary Conveyance Unoccup,YES,YES,2,Low,3,Low,1,0,0,0,1,No_Recid,Recid
2239,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2240,Male,Greater than 45,Caucasian,Single,M,Reckless Driving,YES,YES,4,Low,6,Medium,1,0,0,0,1,No_Recid,Recid
2242,Female,Less than 25,African-American,Single,M,Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2243,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,YES,8,High,9,High,0,0,1,0,1,Recid,Recid
2244,Male,Less than 25,Other,Single,M,Battery,YES,YES,8,High,7,Medium,0,0,1,0,1,Recid,Recid
2245,Female,25 - 45,African-American,Single,F,Possession of Cocaine,NO,NO,6,Medium,2,Low,0,1,0,1,0,No_Recid,No_Recid
2246,Female,25 - 45,Hispanic,Other,M,Battery,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2247,Male,Less than 25,Caucasian,Single,M,Criminal Mischief Damage <$200,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2248,Female,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2250,Male,25 - 45,African-American,Other,F,Deliver Cocaine,NO,NO,6,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
2251,Male,25 - 45,Caucasian,Single,M,Viol Injunct Domestic Violence,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2252,Female,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2253,Male,25 - 45,Caucasian,Single,F,Possession of Hydromorphone,YES,YES,5,Medium,2,Low,0,1,0,0,1,No_Recid,Recid
2254,Male,Greater than 45,African-American,Married,F,arrest case no charge,YES,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2255,Male,Greater than 45,African-American,Married,F,arrest case no charge,YES,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2256,Male,Less than 25,African-American,Single,M,Battery,YES,YES,2,Low,5,Medium,1,0,0,0,1,No_Recid,Recid
2258,Male,25 - 45,African-American,Single,F,Burglary Conveyance Unoccup,NO,NO,10,High,6,Medium,0,0,1,1,0,Recid,No_Recid
2259,Female,25 - 45,Other,Other,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2260,Female,25 - 45,Other,Married,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2261,Female,25 - 45,Other,Married,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2263,Male,Greater than 45,Other,Single,M,Battery,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2264,Male,Less than 25,African-American,Single,M,arrest case no charge,YES,YES,9,High,7,Medium,0,0,1,0,1,Recid,Recid
2265,Male,Less than 25,African-American,Single,M,arrest case no charge,YES,YES,9,High,7,Medium,0,0,1,0,1,Recid,Recid
2266,Male,25 - 45,Hispanic,Separated,M,Battery,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2267,Male,Less than 25,African-American,Single,F,"Possession Of 3,4Methylenediox",NO,NO,9,High,9,High,0,0,1,1,0,Recid,No_Recid
2268,Male,Less than 25,Hispanic,Married,M,Possess Cannabis/20 Grams Or Less,NO,NO,8,High,5,Medium,0,0,1,1,0,Recid,No_Recid
2269,Male,Less than 25,African-American,Single,F,Carrying Concealed Firearm,YES,YES,8,High,7,Medium,0,0,1,0,1,Recid,Recid
2271,Male,Greater than 45,Hispanic,Married,M,DUI/Property Damage/Persnl Inj,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2274,Male,Greater than 45,Caucasian,Separated,F,Crim Use of Personal ID Info,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2276,Male,25 - 45,Other,Single,F,Possession of Cocaine,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2277,Male,Greater than 45,African-American,Single,M,Assault,YES,YES,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
2278,Male,Greater than 45,Caucasian,Separated,F,Felony Battery (Dom Strang),YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2279,Male,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,8,High,3,Low,0,0,1,1,0,Recid,No_Recid
2280,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2281,Male,25 - 45,African-American,Other,F,Driving While License Revoked,YES,YES,10,High,10,High,0,0,1,1,0,Recid,No_Recid
2282,Male,Greater than 45,Other,Single,F,Driving While License Revoked,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2284,Male,Less than 25,African-American,Single,F,Grand Theft (Motor Vehicle),YES,YES,8,High,10,High,0,0,1,0,1,Recid,Recid
2285,Male,25 - 45,Hispanic,Single,M,Reckless Driving,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2286,Male,25 - 45,Caucasian,Separated,F,Possession Of Heroin,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2287,Male,Greater than 45,Caucasian,Single,F,"Poss3,4 Methylenedioxymethcath",NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2288,Male,Less than 25,African-American,Other,F,Pos Cannabis W/Intent Sel/Del,YES,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2289,Female,Greater than 45,Hispanic,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2290,Male,25 - 45,African-American,Single,F,Possession of Cocaine,NO,NO,8,High,4,Low,0,0,1,1,0,Recid,No_Recid
2291,Male,Greater than 45,Hispanic,Single,M,Battery,YES,YES,2,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2293,Male,Greater than 45,Other,Married,M,Viol Injunct Domestic Violence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2295,Male,Less than 25,African-American,Single,M,Battery,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2296,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2298,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
2299,Male,25 - 45,Caucasian,Single,M,Driving License Suspended,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2300,Male,25 - 45,Caucasian,Single,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2301,Male,Greater than 45,Hispanic,Separated,F,Driving While License Revoked,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2302,Male,Greater than 45,Caucasian,Separated,F,Possession of Cocaine,NO,NO,-1,,4,Low,0,0,0,1,0,No_Recid,No_Recid
2303,Male,25 - 45,Caucasian,Single,F,Dealing in Stolen Property,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2304,Male,25 - 45,Caucasian,Single,F,Dealing in Stolen Property,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2305,Male,25 - 45,Caucasian,Married,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2306,Female,25 - 45,Caucasian,Single,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2307,Male,25 - 45,African-American,Single,F,arrest case no charge,YES,YES,9,High,5,Medium,0,0,1,0,1,Recid,Recid
2308,Male,25 - 45,Caucasian,Single,M,Poss Of Controlled Substance,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2309,Male,25 - 45,African-American,Married,F,Grand Theft in the 3rd Degree,NO,NO,7,Medium,1,Low,0,1,0,1,0,Recid,No_Recid
2310,Male,Greater than 45,African-American,Separated,F,Possession of Cocaine,YES,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2311,Male,Less than 25,Caucasian,Single,M,Battery,YES,YES,4,Low,7,Medium,1,0,0,0,1,No_Recid,Recid
2312,Male,25 - 45,African-American,Single,F,Felony Battery (Dom Strang),NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2313,Male,25 - 45,Caucasian,Single,F,Uttering a Forged Instrument,NO,NO,5,Medium,1,Low,0,1,0,1,0,No_Recid,No_Recid
2314,Female,Less than 25,Caucasian,Other,F,Obtain Control Substance By Fraud,NO,NO,9,High,4,Low,0,0,1,1,0,Recid,No_Recid
2315,Male,Greater than 45,African-American,Separated,M,Viol Injunction Protect Dom Vi,YES,YES,7,Medium,6,Medium,0,1,0,0,1,Recid,Recid
2316,Male,Less than 25,Caucasian,Single,F,False Imprisonment,YES,YES,9,High,9,High,0,0,1,0,1,Recid,Recid
2317,Female,25 - 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,10,High,3,Low,0,0,1,1,0,Recid,No_Recid
2318,Female,Less than 25,African-American,Single,F,Felony Petit Theft,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
2319,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2320,Female,25 - 45,Caucasian,Single,M,Driving Under The Influence,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2321,Male,Less than 25,African-American,Single,M,Battery,NO,NO,4,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
2322,Male,25 - 45,Caucasian,Single,F,Tampering with a Victim,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2323,Male,25 - 45,Caucasian,Single,F,Grand Theft (Motor Vehicle),NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2324,Male,Less than 25,African-American,Separated,M,Lewdness Violation,YES,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2325,Female,Greater than 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2326,Male,25 - 45,Caucasian,Single,F,arrest case no charge,YES,YES,2,Low,3,Low,1,0,0,0,1,No_Recid,Recid
2327,Male,25 - 45,Caucasian,Married,F,arrest case no charge,YES,YES,2,Low,3,Low,1,0,0,0,1,No_Recid,Recid
2329,Male,Less than 25,Other,Other,F,Carrying Concealed Firearm,YES,YES,6,Medium,8,High,0,1,0,0,1,No_Recid,Recid
2330,Female,Less than 25,African-American,Single,F,Felony Driving While Lic Suspd,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
2331,Male,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
2332,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2335,Male,25 - 45,African-American,Single,M,Resist/Obstruct W/O Violence,YES,YES,10,High,10,High,0,0,1,0,1,Recid,Recid
2336,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
2339,Male,Greater than 45,Caucasian,Other,F,Possession of Cocaine,YES,YES,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2340,Female,25 - 45,Caucasian,Married,M,Battery,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
2341,Female,Less than 25,African-American,Single,M,Exposes Culpable Negligence,NO,NO,5,Medium,5,Medium,0,1,0,1,0,No_Recid,No_Recid
2342,Female,25 - 45,African-American,Single,M,Viol Prot Injunc Repeat Viol,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2343,Male,Greater than 45,African-American,Separated,F,arrest case no charge,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2344,Male,25 - 45,Hispanic,Single,F,Agg Assault W/int Com Fel Dome,NO,NO,9,High,7,Medium,0,0,1,1,0,Recid,No_Recid
2346,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2348,Male,25 - 45,African-American,Other,F,arrest case no charge,YES,YES,7,Medium,7,Medium,0,1,0,0,1,Recid,Recid
2350,Female,Greater than 45,African-American,Single,M,Resist/Obstruct W/O Violence,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2351,Male,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2352,Male,25 - 45,African-American,Single,F,Burglary Dwelling Assault/Batt,YES,YES,3,Low,2,Low,1,0,0,0,1,No_Recid,Recid
2353,Male,25 - 45,African-American,Separated,F,arrest case no charge,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2354,Female,25 - 45,Caucasian,Single,M,Driving Under The Influence,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2355,Male,25 - 45,Hispanic,Married,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2356,Male,25 - 45,Hispanic,Married,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2357,Male,25 - 45,African-American,Single,F,Felony Driving While Lic Suspd,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2358,Male,25 - 45,African-American,Other,M,Possess Cannabis/20 Grams Or Less,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
2359,Female,Greater than 45,African-American,Separated,F,Aggrav Battery w/Deadly Weapon,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2360,Female,Less than 25,Caucasian,Single,M,Battery,NO,NO,6,Medium,4,Low,0,1,0,1,0,No_Recid,No_Recid
2361,Male,25 - 45,African-American,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2362,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2363,Female,Greater than 45,Caucasian,Separated,F,arrest case no charge,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2364,Male,25 - 45,African-American,Single,F,Deliver Cannabis,YES,YES,10,High,7,Medium,0,0,1,0,1,Recid,Recid
2365,Male,Greater than 45,African-American,Separated,M,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2366,Male,25 - 45,African-American,Single,F,Driving While License Revoked,YES,NO,7,Medium,3,Low,0,1,0,1,0,Recid,No_Recid
2368,Female,25 - 45,Caucasian,Single,F,Aggravated Battery,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2369,Male,25 - 45,Caucasian,Single,F,arrest case no charge,NO,NO,9,High,6,Medium,0,0,1,1,0,Recid,No_Recid
2371,Male,25 - 45,Caucasian,Single,F,Possession of Hydromorphone,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2372,Male,25 - 45,African-American,Single,F,Poss Cocaine/Intent To Del/Sel,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
2373,Male,25 - 45,African-American,Single,F,Pos Cannabis W/Intent Sel/Del,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2374,Male,25 - 45,African-American,Single,M,Susp Drivers Lic 1st Offense,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2375,Female,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
2376,Female,25 - 45,Other,Married,M,Viol Injunct Domestic Violence,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2377,Male,Greater than 45,Caucasian,Other,F,Aggrav Battery w/Deadly Weapon,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2378,Male,Greater than 45,Caucasian,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2379,Male,Less than 25,African-American,Single,M,Battery,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2380,Male,25 - 45,African-American,Married,F,Aggrav Battery w/Deadly Weapon,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2381,Male,Greater than 45,African-American,Single,F,arrest case no charge,NO,NO,8,High,3,Low,0,0,1,1,0,Recid,No_Recid
2382,Male,Greater than 45,Caucasian,Separated,F,Felony Driving While Lic Suspd,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2383,Female,25 - 45,Caucasian,Single,F,Possession of Cocaine,NO,NO,4,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2384,Female,25 - 45,African-American,Single,F,Battery on Law Enforc Officer,YES,YES,6,Medium,4,Low,0,1,0,0,1,No_Recid,Recid
2385,Male,Greater than 45,African-American,Other,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2388,Male,25 - 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2389,Female,25 - 45,African-American,Single,F,Uttering a Forged Instrument,NO,NO,8,High,4,Low,0,0,1,1,0,Recid,No_Recid
2390,Male,Less than 25,Caucasian,Single,F,arrest case no charge,YES,NO,9,High,9,High,0,0,1,1,0,Recid,No_Recid
2391,Male,25 - 45,Caucasian,Single,F,Possession of Cannabis,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2395,Male,25 - 45,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,2,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2396,Male,25 - 45,African-American,Single,F,Felony Battery (Dom Strang),YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2397,Male,Greater than 45,Caucasian,Single,F,Solicit To Deliver Cocaine,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2401,Male,Less than 25,African-American,Single,F,Burglary Unoccupied Dwelling,YES,YES,9,High,6,Medium,0,0,1,0,1,Recid,Recid
2402,Male,25 - 45,Caucasian,Separated,F,Poss Contr Subst W/o Prescript,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2403,Female,Greater than 45,Caucasian,Single,M,DUI Property Damage/Injury,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2405,Male,25 - 45,African-American,Single,F,Offn Against Intellectual Prop,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2406,Male,Less than 25,Caucasian,Single,F,Grand Theft in the 3rd Degree,NO,NO,3,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2407,Male,25 - 45,Other,Other,M,Battery,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2408,Female,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2409,Male,Greater than 45,Caucasian,Single,M,Viol Injunction Protect Dom Vi,NO,NO,3,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2410,Male,25 - 45,African-American,Single,M,Battery,NO,NO,3,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2411,Male,25 - 45,Caucasian,Married,M,Battery,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2413,Male,Less than 25,Other,Single,M,Resist/Obstruct W/O Violence,NO,NO,7,Medium,9,High,0,1,0,1,0,Recid,No_Recid
2414,Male,Greater than 45,Caucasian,Separated,F,Possession of Cocaine,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
2415,Male,25 - 45,African-American,Single,M,Battery,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2416,Male,25 - 45,Caucasian,Married,F,Aggravated Assault W/Dead Weap,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2419,Male,Less than 25,Hispanic,Single,M,Battery,NO,NO,3,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2420,Male,25 - 45,Other,Single,M,Resist Officer w/Violence,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2421,Male,Greater than 45,Caucasian,Married,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2422,Female,25 - 45,African-American,Single,F,Driving While License Revoked,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
2423,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2424,Male,25 - 45,Caucasian,Single,M,Driving License Suspended,NO,NO,4,Low,3,Low,1,0,0,1,0,No_Recid,No_Recid
2426,Male,25 - 45,Other,Single,M,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2427,Female,25 - 45,Caucasian,Single,M,Prostitution/Lewd Act Assignation,NO,NO,4,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2428,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2429,Male,25 - 45,Hispanic,Other,M,Battery,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2430,Male,Greater than 45,Hispanic,Single,F,Aggrav Battery w/Deadly Weapon,YES,YES,3,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2431,Male,Greater than 45,Caucasian,Married,F,Carrying Concealed Firearm,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2433,Male,Greater than 45,Caucasian,Married,F,Aggravated Assault W/Dead Weap,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2434,Male,25 - 45,African-American,Single,M,Battery,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2435,Male,25 - 45,Caucasian,Single,F,Burglary Unoccupied Dwelling,NO,NO,3,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2436,Male,Less than 25,African-American,Single,F,Battery on Law Enforc Officer,NO,NO,3,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2437,Male,25 - 45,African-American,Single,M,Disorderly Conduct,NO,NO,7,Medium,6,Medium,0,1,0,1,0,Recid,No_Recid
2438,Male,Greater than 45,Caucasian,Single,F,Resist Officer w/Violence,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2439,Male,Greater than 45,Caucasian,Other,M,Petit Theft,NO,NO,5,Medium,1,Low,0,1,0,1,0,No_Recid,No_Recid
2440,Male,25 - 45,Caucasian,Single,F,Burglary Dwelling Occupied,NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2441,Male,25 - 45,African-American,Single,M,Battery,NO,NO,7,Medium,3,Low,0,1,0,1,0,Recid,No_Recid
2442,Male,25 - 45,African-American,Single,F,Felony Battery w/Prior Convict,NO,NO,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
2443,Male,25 - 45,African-American,Single,F,Felony Battery w/Prior Convict,NO,NO,6,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
2444,Male,Less than 25,Caucasian,Single,M,Possess Cannabis/20 Grams Or Less,NO,NO,5,Medium,7,Medium,0,1,0,1,0,No_Recid,No_Recid
2446,Male,Greater than 45,Caucasian,Separated,F,arrest case no charge,NO,NO,2,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2447,Male,25 - 45,African-American,Single,M,Battery,NO,NO,2,Low,4,Low,1,0,0,1,0,No_Recid,No_Recid
2448,Female,25 - 45,Caucasian,Single,M,Battery,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
2449,Male,Greater than 45,Caucasian,Single,F,Retail Theft $300 1st Offense,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2450,Male,Greater than 45,African-American,Single,M,Interfere W/Traf Cont Dev RR,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2451,Male,Greater than 45,African-American,Married,M,Interfere W/Traf Cont Dev RR,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2453,Female,25 - 45,African-American,Single,F,Grand Theft in the 3rd Degree,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2454,Male,Less than 25,Hispanic,Single,F,arrest case no charge,NO,NO,3,Low,6,Medium,1,0,0,1,0,No_Recid,No_Recid
2456,Male,25 - 45,African-American,Married,F,Felony Battery w/Prior Convict,NO,NO,8,High,6,Medium,0,0,1,1,0,Recid,No_Recid
2457,Male,25 - 45,African-American,Married,M,Susp Drivers Lic 1st Offense,YES,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2458,Male,25 - 45,Other,Separated,F,Felony Battery (Dom Strang),NO,NO,1,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2459,Female,Less than 25,African-American,Single,F,Burglary Unoccupied Dwelling,YES,YES,9,High,7,Medium,0,0,1,0,1,Recid,Recid
2460,Female,25 - 45,Caucasian,Single,F,Possession Of Methamphetamine,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2461,Male,25 - 45,African-American,Married,M,Battery,YES,YES,1,Low,1,Low,1,0,0,0,1,No_Recid,Recid
2462,Male,Less than 25,African-American,Single,F,Purchase Cannabis,NO,NO,8,High,7,Medium,0,0,1,1,0,Recid,No_Recid
2463,Female,25 - 45,Caucasian,Single,F,arrest case no charge,NO,NO,4,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2464,Male,Greater than 45,African-American,Single,M,Battery,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2465,Male,Greater than 45,African-American,Single,M,Battery,NO,NO,4,Low,5,Medium,1,0,0,1,0,No_Recid,No_Recid
2466,Male,Greater than 45,Caucasian,Single,F,Battery on a Person Over 65,NO,NO,2,Low,2,Low,1,0,0,1,0,No_Recid,No_Recid
2467,Male,Less than 25,African-American,Single,M,Driving Under The Influence,NO,NO,8,High,8,High,0,0,1,1,0,Recid,No_Recid
2468,Male,Greater than 45,Caucasian,Married,F,Felony Battery (Dom Strang),NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
2469,Male,25 - 45,African-American,Single,F,arrest case no charge,NO,NO,7,Medium,4,Low,0,1,0,1,0,Recid,No_Recid
2470,Female,Less than 25,African-American,Single,F,Battery on Law Enforc Officer,YES,YES,10,High,9,High,0,0,1,0,1,Recid,Recid
2471,Female,25 - 45,African-American,Single,M,Viol Prot Injunc Repeat Viol,NO,NO,5,Medium,3,Low,0,1,0,1,0,No_Recid,No_Recid
2472,Male,25 - 45,African-American,Married,M,Driving License Suspended,NO,NO,5,Medium,6,Medium,0,1,0,1,0,No_Recid,No_Recid
2474,Female,25 - 45,Other,Separated,F,Grand Theft in the 3rd Degree,NO,NO,1,Low,1,Low,1,0,0,1,0,No_Recid,No_Recid
